Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ENA_last_update,environment_(biome),environment_(feature),environment_(material),Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),Geographic_location_(depth),geographic_location_(latitude),geographic_location_(longitude),INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,Sequencing_method,SRA Study,Submitter_Id,water_environmental_package,chlorophylla_ngml,diss_org_carb_mgcl,Extra,soluble_react_phosp_um,tdn_mgnl,tp_um,chloride_mgl,ammonium_ppb,conduc_ms,Salinity_ppt,Temp,tot_carb_mgkg,tot_nitro_mgkg,chem_administration,sulfate_mgl,Calcium_ppm,Magnesium_ppm,Potassium_ppm
ERR2143778,WGS,502,379212808,PRJEB22811,SAMEA104324791,208125554,J CRAIG VENTER INSTITUTE,2011-05-14,metagenome,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2017-11-27,2017-11-27T00:00:00Z,2018-11-16,2017-09-27,Desert,Pond,Water,ERX2200311,SAMEA104324791,Mexico,North America,Mexico,0.3,26.85,-102.14,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2017-11-27T17:01:44Z,2017-09-27T19:56:46Z,public,Illumina MiSeq,metagenome,JP2110514WATERRESIZE,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Cuatro Cienegas Lagunita Enrichment,2017-11-29T00:00:00Z,2017-12-07T20:55:00Z,1,SAMEA104324791,JP2110514WATERRESIZE,WGS,ERP104517,JP2110514WATERRESIZE,water,16.531,26,RESIZED,0.044672165,1.8,1.9018978,7929,21.76,,,,,,,,768.291,565.542,39.398
ERR2143779,WGS,502,727306636,PRJEB22811,SAMEA104324812,404559425,J CRAIG VENTER INSTITUTE,2012-06-27,metagenome,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2017-11-27,2017-11-27T00:00:00Z,2018-11-16,2017-09-27,Desert,Pond,Sediment,ERX2200312,SAMEA104324812,Mexico,North America,Mexico,0.18,26.85,-102.14,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2017-11-27T17:01:44Z,2017-09-27T19:56:46Z,public,Illumina MiSeq,metagenome,JP2A120627SEDIMENT,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Cuatro Cienegas Lagunita Enrichment,2017-11-29T00:00:00Z,2017-12-07T20:55:00Z,1,SAMEA104324812,JP2A120627SEDIMENT,WGS,ERP104517,JP2A120627SEDIMENT,water,,,,,,,,,,,,51570,3040,NH4NO3 and KH2PO7,,,,
ERR2143780,WGS,502,2578241880,PRJEB22811,SAMEA104324796,1402460666,J CRAIG VENTER INSTITUTE,2012-05-25,metagenome,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2017-11-27,2017-11-27T00:00:00Z,2018-11-16,2017-09-27,Desert,Pond,Sediment,ERX2200313,SAMEA104324796,Mexico,North America,Mexico,0.28,26.85,-102.14,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2017-11-27T17:01:44Z,2017-09-27T19:56:46Z,public,Illumina MiSeq,metagenome,JP2C120525SEDIMENT,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Cuatro Cienegas Lagunita Enrichment,2017-11-29T00:00:00Z,2017-12-07T20:56:00Z,1,SAMEA104324796,JP2C120525SEDIMENT,WGS,ERP104517,JP2C120525SEDIMENT,water,,,,,,,,,,,,51420,3030,,,,,
ERR2143781,WGS,502,607111270,PRJEB22811,SAMEA104324797,336487791,J CRAIG VENTER INSTITUTE,2012-05-25,metagenome,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2017-11-27,2017-11-27T00:00:00Z,2018-11-16,2017-09-27,Desert,Pond,Sediment,ERX2200314,SAMEA104324797,Mexico,North America,Mexico,0.28,26.85,-102.14,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2017-11-27T17:01:44Z,2017-09-27T19:56:46Z,public,Illumina MiSeq,metagenome,JP2C120525SEDRESIZEAMP,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Cuatro Cienegas Lagunita Enrichment,2017-11-29T00:00:00Z,2017-12-07T20:55:00Z,1,SAMEA104324797,JP2C120525SEDRESIZEAMP,WGS,ERP104517,JP2C120525SEDRESIZEAMP,water,,,RESIZEDAMP,,,,,,,,,51420,3030,,,,,
ERR2143782,WGS,502,540108828,PRJEB22811,SAMEA104324801,303808805,J CRAIG VENTER INSTITUTE,2012-05-25,metagenome,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2017-11-27,2017-11-27T00:00:00Z,2018-11-16,2017-09-27,Desert,Pond,Water,ERX2200315,SAMEA104324801,Mexico,North America,Mexico,0.28,26.85,-102.14,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2017-11-27T17:01:44Z,2017-09-27T19:56:46Z,public,Illumina MiSeq,metagenome,JP2C120525WATER,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Cuatro Cienegas Lagunita Enrichment,2017-11-29T00:00:00Z,2017-12-07T20:56:00Z,1,SAMEA104324801,JP2C120525WATER,WGS,ERP104517,JP2C120525WATER,water,8.196,33,,0.24753156,2.2,,,261.38,,,,,,,,,,
ERR2143783,WGS,502,163083736,PRJEB22811,SAMEA104324802,91409138,J CRAIG VENTER INSTITUTE,2012-05-25,metagenome,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2017-11-27,2017-11-27T00:00:00Z,2018-11-16,2017-09-27,Desert,Pond,Water,ERX2200316,SAMEA104324802,Mexico,North America,Mexico,0.28,26.85,-102.14,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2017-11-27T17:01:44Z,2017-09-27T19:56:46Z,public,Illumina MiSeq,metagenome,JP2C120525WATERRESIZEAMP,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Cuatro Cienegas Lagunita Enrichment,2017-11-29T00:00:00Z,2017-12-07T20:56:00Z,1,SAMEA104324802,JP2C120525WATERRESIZEAMP,WGS,ERP104517,JP2C120525WATERRESIZEAMP,water,8.196,33,RESIZEDAMP,0.24753156,2.2,,,261.38,,,,,,,,,,
ERR2143784,WGS,502,546758320,PRJEB22811,SAMEA104324820,300002394,J CRAIG VENTER INSTITUTE,2012-06-27,metagenome,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2017-11-27,2017-11-27T00:00:00Z,2018-11-16,2017-09-27,Desert,Pond,Water,ERX2200317,SAMEA104324820,Mexico,North America,Mexico,0.18,26.85,-102.14,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2017-11-27T17:01:44Z,2017-09-27T19:56:47Z,public,Illumina MiSeq,metagenome,JP2DASH1120627WATERAMP,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Cuatro Cienegas Lagunita Enrichment,2017-11-29T00:00:00Z,2017-12-07T20:56:00Z,1,SAMEA104324820,JP2DASH1120627WATERAMP,WGS,ERP104517,JP2DASH1120627WATERAMP,water,33.566,51.2,DASHAMP,0.20499806,3.8,8.139895,346.922,,11.09,6.9,20.8,,,NH4NO3 and KH2PO8,5316,,,
ERR2143785,WGS,502,424805954,PRJEB22811,SAMEA104324821,236101891,J CRAIG VENTER INSTITUTE,2012-06-27,metagenome,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2017-11-27,2017-11-27T00:00:00Z,2018-11-16,2017-09-27,Desert,Pond,Water,ERX2200318,SAMEA104324821,Mexico,North America,Mexico,0.18,26.85,-102.14,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2017-11-27T17:01:44Z,2017-09-27T19:56:47Z,public,Illumina MiSeq,metagenome,JP2DASH1120627WATERAMPRESIZED,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Cuatro Cienegas Lagunita Enrichment,2017-11-29T00:00:00Z,2017-12-07T20:56:00Z,1,SAMEA104324821,JP2DASH1120627WATERAMPRESIZED,WGS,ERP104517,JP2DASH1120627WATERAMPRESIZED,water,33.566,51.2,DASHRESIZED,0.20499806,3.8,8.139895,346.922,,11.09,6.9,20.8,,,NH4NO3 and KH2PO9,5316,,,
ERR2143786,WGS,502,1790750966,PRJEB22811,SAMEA104324803,857156305,J CRAIG VENTER INSTITUTE,2012-05-25,metagenome,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2017-11-27,2017-11-27T00:00:00Z,2018-11-16,2017-09-27,Desert,Pond,Water,ERX2200319,SAMEA104324803,Mexico,North America,Mexico,0.27,26.85,-102.14,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2017-11-27T17:01:44Z,2017-09-27T19:56:46Z,public,Illumina MiSeq,metagenome,JP3CWATER120525AMPED,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Cuatro Cienegas Lagunita Enrichment,2017-11-29T00:00:00Z,2017-12-07T20:58:00Z,1,SAMEA104324803,JP3CWATER120525AMPED,WGS,ERP104517,JP3CWATER120525AMPED,water,4.193,33.1,AMPED,0.16161837,2.1,,,251.88,,,,,,,,,,
ERR2143787,WGS,502,25189356,PRJEB22811,SAMEA104324786,13789043,J CRAIG VENTER INSTITUTE,2011-05-13,metagenome,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2017-11-27,2017-11-27T00:00:00Z,2018-11-16,2017-09-27,Desert,Pond,Sediment,ERX2200320,SAMEA104324786,Mexico,North America,Mexico,0.26,26.85,-102.14,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2017-11-27T17:01:44Z,2017-09-27T19:56:46Z,public,Illumina MiSeq,metagenome,JP4110513SEDIMENT,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Cuatro Cienegas Lagunita Enrichment,2017-11-29T00:00:00Z,2017-12-07T20:56:00Z,1,SAMEA104324786,JP4110513SEDIMENT,WGS,ERP104517,JP4110513SEDIMENT,water,,,,,,,,,,,,,,,,,,
ERR2143788,WGS,502,708078028,PRJEB22811,SAMEA104324792,387847337,J CRAIG VENTER INSTITUTE,2011-05-14,metagenome,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2017-11-27,2017-11-27T00:00:00Z,2018-11-16,2017-09-27,Desert,Pond,Water,ERX2200321,SAMEA104324792,Mexico,North America,Mexico,0.26,26.85,-102.14,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2017-11-27T17:01:44Z,2017-09-27T19:56:46Z,public,Illumina MiSeq,metagenome,JP4110514WATERAMP,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Cuatro Cienegas Lagunita Enrichment,2017-11-29T00:00:00Z,2017-12-07T20:57:00Z,1,SAMEA104324792,JP4110514WATERAMP,WGS,ERP104517,JP4110514WATERAMP,water,14.492,25.7,AMP,0.08632433,1.7,2.1047165,5596.8,19.88,,,,,,,,697.189,583.808,40.944
ERR2143789,WGS,502,316645034,PRJEB22811,SAMEA104324793,168905112,J CRAIG VENTER INSTITUTE,2011-05-14,metagenome,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2017-11-27,2017-11-27T00:00:00Z,2018-11-16,2017-09-27,Desert,Pond,Water,ERX2200322,SAMEA104324793,Mexico,North America,Mexico,0.26,26.85,-102.14,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2017-11-27T17:01:44Z,2017-09-27T19:56:46Z,public,Illumina MiSeq,metagenome,JP4110514WATERRESIZE,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Cuatro Cienegas Lagunita Enrichment,2017-11-29T00:00:00Z,2017-12-07T20:57:00Z,1,SAMEA104324793,JP4110514WATERRESIZE,WGS,ERP104517,JP4110514WATERRESIZE,water,14.492,25.7,RESIZED,0.08632433,1.7,2.1047165,5596.8,19.88,,,,,,,,697.189,583.808,40.944
ERR2143790,WGS,502,506667094,PRJEB22811,SAMEA104324798,269101635,J CRAIG VENTER INSTITUTE,2012-05-25,metagenome,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2017-11-27,2017-11-27T00:00:00Z,2018-11-16,2017-09-27,Desert,Pond,Sediment,ERX2200323,SAMEA104324798,Mexico,North America,Mexico,0.21,26.85,-102.14,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2017-11-27T17:01:44Z,2017-09-27T19:56:46Z,public,Illumina MiSeq,metagenome,JP4A120525SEDIMENT,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Cuatro Cienegas Lagunita Enrichment,2017-11-29T00:00:00Z,2017-12-07T20:57:00Z,1,SAMEA104324798,JP4A120525SEDIMENT,WGS,ERP104517,JP4A120525SEDIMENT,water,,,,,,,,,,,,66790,3850,,,,,
ERR2143791,WGS,502,52434904,PRJEB22811,SAMEA104324813,28126124,J CRAIG VENTER INSTITUTE,2012-06-27,metagenome,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2017-11-27,2017-11-27T00:00:00Z,2018-11-16,2017-09-27,Desert,Pond,Sediment,ERX2200324,SAMEA104324813,Mexico,North America,Mexico,0.125,26.85,-102.14,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2017-11-27T17:01:44Z,2017-09-27T19:56:46Z,public,Illumina MiSeq,metagenome,JP4A120627SEDIMENT,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Cuatro Cienegas Lagunita Enrichment,2017-11-29T00:00:00Z,2017-12-07T20:58:00Z,1,SAMEA104324813,JP4A120627SEDIMENT,WGS,ERP104517,JP4A120627SEDIMENT,water,,,,,,,,,,,,61060,3760,NH4NO3 and KH2PO10,,,,
ERR2143792,WGS,502,793387908,PRJEB22811,SAMEA104324804,439219769,J CRAIG VENTER INSTITUTE,2012-05-25,metagenome,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2017-11-27,2017-11-27T00:00:00Z,2018-11-16,2017-09-27,Desert,Pond,Water,ERX2200325,SAMEA104324804,Mexico,North America,Mexico,0.21,26.85,-102.14,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2017-11-27T17:01:44Z,2017-09-27T19:56:46Z,public,Illumina MiSeq,metagenome,JP4B120525WATER,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Cuatro Cienegas Lagunita Enrichment,2017-11-29T00:00:00Z,2017-12-07T20:58:00Z,1,SAMEA104324804,JP4B120525WATER,WGS,ERP104517,JP4B120525WATER,water,9.21,31.7,,0.257639,2.2,,,267.98,,,,,,,,,,
ERR2143793,WGS,502,170418458,PRJEB22811,SAMEA104324805,94712017,J CRAIG VENTER INSTITUTE,2012-05-25,metagenome,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2017-11-27,2017-11-27T00:00:00Z,2018-11-16,2017-09-27,Desert,Pond,Water,ERX2200326,SAMEA104324805,Mexico,North America,Mexico,0.21,26.85,-102.14,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2017-11-27T17:01:44Z,2017-09-27T19:56:46Z,public,Illumina MiSeq,metagenome,JP4B120525WATERRESIZEAMP,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Cuatro Cienegas Lagunita Enrichment,2017-11-29T00:00:00Z,2017-12-07T20:58:00Z,1,SAMEA104324805,JP4B120525WATERRESIZEAMP,WGS,ERP104517,JP4B120525WATERRESIZEAMP,water,9.21,31.7,RESIZEDAMP,0.257639,2.2,,,267.98,,,,,,,,,,
ERR2143794,WGS,502,1148348594,PRJEB22811,SAMEA104324822,636884720,J CRAIG VENTER INSTITUTE,2012-06-27,metagenome,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2017-11-27,2017-11-27T00:00:00Z,2018-11-16,2017-09-27,Desert,Pond,Water,ERX2200327,SAMEA104324822,Mexico,North America,Mexico,0.125,26.85,-102.14,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2017-11-27T17:01:44Z,2017-09-27T19:56:47Z,public,Illumina MiSeq,metagenome,JP4DASH2120627WATERAMP,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Cuatro Cienegas Lagunita Enrichment,2017-11-29T00:00:00Z,2017-12-07T20:59:00Z,1,SAMEA104324822,JP4DASH2120627WATERAMP,WGS,ERP104517,JP4DASH2120627WATERAMP,water,64.009,56.3,DASHAMP,0.4383255,4.3,9.586512,350.923,,11,6.8,21.1,,,NH4NO3 and KH2PO11,5433,,,
ERR2143795,WGS,502,564241474,PRJEB22811,SAMEA104324823,321031314,J CRAIG VENTER INSTITUTE,2012-06-27,metagenome,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2017-11-27,2017-11-27T00:00:00Z,2018-11-16,2017-09-27,Desert,Pond,Water,ERX2200328,SAMEA104324823,Mexico,North America,Mexico,0.125,26.85,-102.14,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2017-11-27T17:01:44Z,2017-09-27T19:56:47Z,public,Illumina MiSeq,metagenome,JP4DASH2120627WATERAMPRESIZED,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Cuatro Cienegas Lagunita Enrichment,2017-11-29T00:00:00Z,2017-12-07T20:59:00Z,1,SAMEA104324823,JP4DASH2120627WATERAMPRESIZED,WGS,ERP104517,JP4DASH2120627WATERAMPRESIZED,water,64.009,56.3,DASHRESIZED,0.4383255,4.3,9.586512,350.923,,11,6.8,21.1,,,NH4NO3 and KH2PO12,5433,,,
ERR2143796,WGS,502,381591284,PRJEB22811,SAMEA104324787,215446957,J CRAIG VENTER INSTITUTE,2011-05-13,metagenome,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2017-11-27,2017-11-27T00:00:00Z,2018-11-16,2017-09-27,Desert,Pond,Sediment,ERX2200329,SAMEA104324787,Mexico,North America,Mexico,0.22,26.85,-102.14,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2017-11-27T17:01:44Z,2017-09-27T19:56:46Z,public,Illumina MiSeq,metagenome,JP5SED110513AMP,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Cuatro Cienegas Lagunita Enrichment,2017-11-29T00:00:00Z,2017-12-07T20:59:00Z,1,SAMEA104324787,JP5SED110513AMP,WGS,ERP104517,JP5SED110513AMP,water,,,AMP,,,,,,,,,,,,,,,
ERR2143797,WGS,502,715356024,PRJEB22811,SAMEA104324794,373365890,J CRAIG VENTER INSTITUTE,2011-05-14,metagenome,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2017-11-27,2017-11-27T00:00:00Z,2018-11-16,2017-09-27,Desert,Pond,Water,ERX2200330,SAMEA104324794,Mexico,North America,Mexico,0.22,26.85,-102.14,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2017-11-27T17:01:44Z,2017-09-27T19:56:46Z,public,Illumina MiSeq,metagenome,JP5WATER110514AMP,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,Cuatro Cienegas Lagunita Enrichment,2017-11-29T00:00:00Z,2017-12-07T20:59:00Z,1,SAMEA104324794,JP5WATER110514AMP,WGS,ERP104517,JP5WATER110514AMP,water,15.742,25.7,AMP,0.049878687,1.8,1.9770548,5702.5,20.72,,,,,,,,706.844,536.738,38.858
